bat1,bat2,wang19,ml19,pedigree wang19,pedigree m19
lily,speedster,0.6398,0.772,0.6398,0.772
lily,streblick,0.023,0,0.023,0
lily,tequila,-0.1932,0.0666,-0.1932,0.0666
lily,thecount,-0.0668,0,-0.0668,0
lily,vampirella,0.3882,0.2517,0.3882,0.2517
lily,leonard,0.0233,0.0401,0.0233,0.0401
lily,veronica,-0.1293,0,-0.1293,0
lily,vlad,-0.0258,0,-0.0258,0
lily,whimsey,-0.0903,0,-0.0903,0
lily,zaria,0.2014,0,0.2014,0
lily,zarison,0.3673,0.4106,0.3673,0.4106
lilyson,artimis,0.1118,0.2044,0.1118,0.2044
lilyson,barnabus,0.1372,0.0942,0.1372,0.0942
lilyson,bat1,-0.2781,0,-0.2781,0
lilyson,bat2,-0.4698,0.1282,-0.4698,0.1282
lilyson,bat3,-0.4951,0,-0.4951,0
lilyson,bat4,-0.3417,0,-0.3417,0
lilyson,bat5,-0.3418,0.1191,-0.3418,0.1191
lilyson,bat6,-0.307,0,-0.307,0
lilyson,bat7,0.0235,0.0388,0.0235,0.0388
lilyson,bella,0.5298,0.6521,0.5298,0.6521
lilyson,cerce,0.5042,0.574,0.5042,0.574
lilyson,cerceson,0.5522,0.7813,0.5522,0.7813
lilyson,countess,-0.2172,0,-0.2172,0
lilyson,desi,-0.3574,0.0991,-0.3574,0.0991
lilyson,edward,-0.4475,0,-0.4475,0
lilyson,flapper,0.0357,0.1637,0.0357,0.1637
lilyson,fuschia,0.5006,0.6601,0.5006,0.6601
lilyson,gelfling,0.5095,0.7117,0.5095,0.7117
lilyson,gomez,-0.2942,0.0426,-0.2942,0.0426
lilyson,gremlin,0.5609,1,0.5609,1
lilyson,helsing,0.4478,0.5232,0.4478,0.5232
lilyson,houdini,-0.0636,0.0996,-0.0636,0.0996
lilyson,leonard,0.0355,0.1154,0.0355,0.1154
lilyson,lily,0.8715,1.0779,0.5,0.5
lilyson,lucy,-0.2751,0,-0.2751,0
lilyson,lucyson,-0.088,0.2941,-0.088,0.2941
lilyson,marce,0.3953,0.4668,0.3953,0.4668
lilyson,maribelo,-0.6913,0,-0.6913,0
lilyson,mina,0.0919,0,0.0919,0
lilyson,mya,-0.3824,0,-0.3824,0
lilyson,parmalee,0.0052,0.1043,0.0052,0.1043
lilyson,pixus,0.3677,0.3985,0.3677,0.3985
lilyson,sheldon,0.2719,0.2353,0.2719,0.2353
lilyson,snow,0.0189,0,0.0189,0
lilyson,sonofzaria,-0.1097,0.3141,-0.1097,0.3141
lilyson,speedster,0.5424,0.5967,0.5424,0.5967
lilyson,streblick,-0.0345,0.1348,-0.0345,0.1348
lilyson,tequila,-0.2974,0.0742,-0.2974,0.0742
lilyson,thecount,0.1942,0,0.1942,0
lilyson,vampirella,0.1572,0,0.1572,0
lilyson,veronica,-0.0446,0,-0.0446,0
lilyson,vlad,0.2885,0.3632,0.2885,0.3632
lilyson,whimsey,-0.0909,0,-0.0909,0
lilyson,zaria,0.1427,0.1231,0.1427,0.1231
lilyson,zarison,0.5188,0.7362,0.5188,0.7362
lucy,artimis,-0.0755,0.0525,-0.0755,0.0525
lucy,barnabus,-0.4053,0,-0.4053,0
lucy,bat1,0.2383,0.2297,0.2383,0.2297
lucy,bat2,-0.1427,0.0834,-0.1427,0.0834
lucy,bat3,0.1251,0.2037,0.1251,0.2037
lucy,bat4,0.0696,0.1693,0.0696,0.1693
lucy,bat5,0.0339,0.0849,0.0339,0.0849
lucy,bat6,-0.1543,0,-0.1543,0
lucy,bat7,0.3001,0.2966,0.3001,0.2966
lucy,bella,0.0673,0,0.0673,0
lucy,cerce,0.1352,0,0.1352,0
lucy,cerceson,0.4201,0.3408,0.4201,0.3408
lucy,countess,0.1724,0.2319,0.1724,0.2319
lucy,desi,-0.4117,0,-0.4117,0
lucy,edward,-0.1985,0,-0.1985,0
lucy,flapper,0.0499,0.078,0.0499,0.078
lucy,fuschia,-0.1326,0,-0.1326,0
lucy,gelfling,0.3041,0.4007,0.3041,0.4007
lucy,gomez,0.225,0.3888,0.225,0.3888
lucy,gremlin,-0.0734,0.0982,-0.0734,0.0982
lucy,helsing,0.1942,0.2827,0.1942,0.2827
lucy,houdini,-0.5426,0,-0.5426,0
lucy,lily,0.0652,0.0663,0.0652,0.0663
lucy,lilyson,-0.2751,0,-0.2751,0
lucy,lucyson,0.2322,0.4556,0.5,0.5
lucy,marce,-0.3536,0,-0.3536,0
lucy,maribelo,0.3205,0.4193,0.5,0.5
lucy,mina,-0.3232,0,-0.3232,0
lucy,mya,-0.5804,0,-0.5804,0
lucy,parmalee,-0.0615,0.2147,-0.0615,0.2147
lucy,pixus,0.0473,0,0.0473,0
lucy,sheldon,-0.1303,0,-0.1303,0
lucy,snow,-0.1377,0,-0.1377,0
lucy,sonofzaria,-0.1005,0.1716,0.25,0.25
lucy,speedster,-0.0538,0,-0.0538,0
lucy,streblick,-0.0553,0.0478,-0.0553,0.0478
lucy,tequila,-0.4268,0,-0.4268,0
lucy,thecount,-0.1759,0.0487,-0.1759,0.0487
lucy,vampirella,0.2195,0.0697,0.2195,0.0697
lucy,leonard,-0.045,0,-0.045,0
lucy,veronica,0.0792,0.2752,0.0792,0.2752
lucy,vlad,-0.05,0.0749,-0.05,0.0749
lucy,whimsey,0.1213,0.1,0.1213,0.1
lucy,zaria,0.3014,0.2502,0.5,0.5
lucy,zarison,-0.1013,0.1341,0.25,0.25
lucyson,artimis,-0.2156,0,-0.2156,0
lucyson,barnabus,-0.2697,0,-0.2697,0
lucyson,bat1,-0.0169,0.0462,-0.0169,0.0462
lucyson,bat2,-0.3515,0,-0.3515,0
lucyson,bat3,0.0697,0.1618,0.0697,0.1618
lucyson,bat4,-0.182,0,-0.182,0
lucyson,bat5,-0.0922,0.0405,-0.0922,0.0405
lucyson,bat6,-0.271,0.0221,-0.271,0.0221
lucyson,bat7,0.0164,0.0212,0.0164,0.0212
lucyson,bella,-0.1308,0,-0.1308,0
lucyson,cerce,-0.1494,0.0088,-0.1494,0.0088
lucyson,cerceson,0.4387,0.5311,0.4387,0.5311
lucyson,countess,0.2655,0.352,0.2655,0.352
lucyson,desi,-0.3278,0,-0.3278,0
lucyson,edward,-0.3798,0,-0.3798,0
lucyson,flapper,0.1147,0,0.1147,0
lucyson,fuschia,-0.1172,0.025,-0.1172,0.025
lucyson,gelfling,-0.0287,0,-0.0287,0
lucyson,gomez,-0.291,0,-0.291,0
lucyson,gremlin,0.1066,0.294,0.1066,0.294
lucyson,helsing,0.076,0.0904,0.076,0.0904
lucyson,houdini,-0.1772,0.061,-0.1772,0.061
lucyson,leonard,0.0081,0,0.0081,0
lucyson,lily,-0.1801,0,-0.1801,0
lucyson,lilyson,-0.088,0.2941,-0.088,0.2941
lucyson,lucy,0.2322,0.4556,0.5,0.5
lucyson,marce,0.1501,0.2788,0.1501,0.2788
lucyson,maribelo,-0.3018,0,-0.3018,0
lucyson,mina,-0.3417,0,-0.3417,0
lucyson,mya,-0.3615,0,-0.3615,0
lucyson,parmalee,-0.0027,0.1519,-0.0027,0.1519
lucyson,pixus,0.2989,0.5128,0.2989,0.5128
lucyson,sheldon,0.3246,0.1876,0.3246,0.1876
lucyson,snow,0.1966,0.3757,0.1966,0.3757
lucyson,sonofzaria,0.0867,0.2758,0.0867,0.2758
lucyson,speedster,-0.3535,0,-0.3535,0
lucyson,streblick,-0.0489,0,-0.0489,0
lucyson,tequila,-0.5052,0,-0.5052,0
lucyson,thecount,0.4073,0.3455,0.4073,0.3455
lucyson,vampirella,0.1186,0,0.1186,0
lucyson,veronica,0.3057,0.3732,0.3057,0.3732
lucyson,vlad,-0.4177,0,-0.4177,0
lucyson,whimsey,0.4461,0.5776,0.4461,0.5776
lucyson,zaria,0.5902,0.7151,0.5,0.5
lucyson,zarison,0.1935,0.2268,0.25,0.25
marce,artimis,-0.1267,0,-0.1267,0
marce,barnabus,-0.0999,0,-0.0999,0
marce,bat1,-0.08,0.0351,-0.08,0.0351
marce,bat2,-0.5185,0.0883,-0.5185,0.0883
marce,bat3,-0.3546,0,-0.3546,0
marce,bat4,-0.5402,0,-0.5402,0
marce,bat5,-0.3962,0,-0.3962,0
marce,bat6,-0.2661,0,-0.2661,0
marce,bat7,-0.0719,0,-0.0719,0
marce,bella,0.3422,0.3573,0.3422,0.3573
marce,cerce,0.3837,0.29,0.5,0.5
marce,cerceson,0.7518,0.6843,0.5,0.5
marce,countess,0.112,0.1112,0.112,0.1112
marce,desi,-0.3532,0,-0.3532,0
marce,edward,-0.6514,0,-0.6514,0
marce,flapper,0.319,0.474,0.319,0.474
marce,fuschia,-0.0584,0.021,-0.0584,0.021
marce,gelfling,0.0916,0.0088,0.0916,0.0088
marce,gomez,-0.5386,0,-0.5386,0
marce,gremlin,0.1434,0.4272,0.1434,0.4272
marce,helsing,0.0619,0.0023,0.0619,0.0023
marce,houdini,-0.0827,0.093,-0.0827,0.093
marce,leonard,0.3537,0.2512,0.3537,0.2512
marce,lily,0.3334,0.3135,0.3334,0.3135
marce,lilyson,0.3953,0.4668,0.3953,0.4668
marce,lucy,-0.3536,0,-0.3536,0
marce,lucyson,0.1501,0.2788,0.1501,0.2788
marce,maribelo,-0.7327,0,-0.7327,0
marce,mina,0.1529,0.2453,0.1529,0.2453
marce,mya,-0.0809,0.1339,-0.0809,0.1339
marce,parmalee,0.5125,0.7386,0.5125,0.7386
marce,pixus,0.233,0.0209,0.233,0.0209
marce,sheldon,0.4383,0.3728,0.4383,0.3728
marce,snow,-0.0258,0.0986,-0.0258,0.0986
marce,sonofzaria,0.1606,0.234,0.1606,0.234
marce,speedster,0.1032,0.1624,0.1032,0.1624
marce,streblick,-0.0642,0.2036,-0.0642,0.2036
marce,tequila,-0.1768,0.273,-0.1768,0.273
marce,thecount,0.4674,0.4346,0.4674,0.4346
marce,vampirella,0.1656,0.0956,0.1656,0.0956
marce,veronica,0.0326,0.0761,0.0326,0.0761
marce,vlad,-0.1357,0,-0.1357,0
marce,whimsey,0.1399,0.2836,0.1399,0.2836
marce,zaria,0.2585,0.2284,0.2585,0.2284
marce,zarison,0.2074,0.3085,0.2074,0.3085
maribelo,artimis,-0.0386,0.1189,-0.0386,0.1189
maribelo,barnabus,-0.451,0,-0.451,0
maribelo,bat1,0.0907,0.2507,0.0907,0.2507
maribelo,bat2,-0.2063,0.2061,-0.2063,0.2061
maribelo,bat3,-0.006,0.2316,-0.006,0.2316
maribelo,bat4,-0.1547,0.1164,-0.1547,0.1164
maribelo,bat5,-0.041,0.2753,-0.041,0.2753
maribelo,bat6,0.2565,0.4105,0.2565,0.4105
maribelo,bat7,-0.0414,0.0732,-0.0414,0.0732
maribelo,bella,-0.2522,0,-0.2522,0
maribelo,cerce,-0.2237,0,-0.2237,0
maribelo,cerceson,-0.2199,0.0384,-0.2199,0.0384
maribelo,countess,0.0965,0.2303,0.0965,0.2303
maribelo,desi,-0.5186,0,-0.5186,0
maribelo,edward,-0.1192,0.1297,-0.1192,0.1297
maribelo,flapper,-0.0444,0.1591,-0.0444,0.1591
maribelo,fuschia,-0.396,0,-0.396,0
maribelo,gelfling,0.0592,0.1671,0.0592,0.1671
maribelo,gomez,-0.0873,0.3413,-0.0873,0.3413
maribelo,gremlin,-0.3295,0,-0.3295,0
maribelo,helsing,-0.0497,0,-0.0497,0
maribelo,houdini,-0.5411,0,-0.5411,0
maribelo,lily,-0.25,0.0483,-0.25,0.0483
maribelo,lilyson,-0.6913,0,-0.6913,0
maribelo,lucy,0.3205,0.4193,0.5,0.5
maribelo,lucyson,-0.3018,0,-0.3018,0
maribelo,marce,-0.7327,0,-0.7327,0
maribelo,mina,-0.0915,0.1863,-0.0915,0.1863
maribelo,mya,-0.6739,0,-0.6739,0
maribelo,parmalee,-0.329,0.0866,-0.329,0.0866
maribelo,pixus,0.0205,0,0.0205,0
maribelo,sheldon,-0.1199,0,-0.1199,0
maribelo,snow,-0.1936,0.047,-0.1936,0.047
maribelo,sonofzaria,-0.5046,0.0689,-0.5046,0.0689
maribelo,speedster,-0.4156,0,-0.4156,0
maribelo,streblick,-0.2898,0,-0.2898,0
maribelo,tequila,-0.6094,0,-0.6094,0
maribelo,thecount,-0.309,0,-0.309,0
maribelo,vampirella,-0.0001,0.0401,-0.0001,0.0401
maribelo,leonard,0.0008,0.1652,0.0008,0.1652
maribelo,veronica,-0.0749,0.1171,-0.0749,0.1171
maribelo,vlad,-0.1214,0.1376,-0.1214,0.1376
maribelo,whimsey,0.0129,0.1278,0.0129,0.1278
maribelo,zaria,-0.1768,0,0.25,0.25
maribelo,zarison,-0.6496,0,0.125,0.125
mina,artimis,0.3063,0.4187,0.3063,0.4187
mina,barnabus,-0.2202,0,-0.2202,0
mina,bat1,-0.176,0.021,-0.176,0.021
mina,bat2,-0.6153,0.0054,-0.6153,0.0054
mina,bat3,-0.313,0,-0.313,0
mina,bat4,-0.6302,0,-0.6302,0
mina,bat5,-0.3735,0.032,-0.3735,0.032
mina,bat6,-0.1049,0.0795,-0.1049,0.0795
mina,bat7,-0.2648,0,-0.2648,0
mina,bella,-0.2708,0,-0.2708,0
mina,cerce,-0.0925,0,-0.0925,0
mina,cerceson,-0.0895,0,-0.0895,0
mina,countess,-0.0671,0.0062,-0.0671,0.0062
mina,desi,-0.3103,0.0286,-0.3103,0.0286
mina,edward,-0.3786,0,-0.3786,0
mina,flapper,0.0195,0.1918,0.0195,0.1918
mina,fuschia,-0.0759,0.088,-0.0759,0.088
mina,gelfling,-0.2256,0,-0.2256,0
mina,gomez,-0.472,0,-0.472,0
mina,gremlin,0.0638,0,0.0638,0
mina,helsing,-0.365,0,-0.365,0
mina,houdini,0.3797,0.5,0.5,0.5
mina,leonard,0.4076,0.5,0.5,0.5
mina,lily,-0.2553,0,-0.2553,0
mina,lilyson,0.0919,0,0.0919,0
mina,lucy,-0.3232,0,-0.3232,0
mina,lucyson,-0.3417,0,-0.3417,0
mina,marce,0.1529,0.2453,0.1529,0.2453
mina,maribelo,-0.0915,0.1863,-0.0915,0.1863
mina,mya,0.0248,0.2234,0.0248,0.2234
mina,parmalee,0.1569,0.1606,0.1569,0.1606
mina,pixus,0.0112,0.0055,0.0112,0.0055
mina,sheldon,-0.114,0,-0.114,0
mina,snow,-0.298,0,-0.298,0
mina,sonofzaria,-0.2571,0,-0.2571,0
mina,speedster,-0.2899,0.03,-0.2899,0.03
mina,streblick,0.2149,0.2407,0.2149,0.2407
mina,tequila,-0.2583,0,-0.2583,0
mina,thecount,-0.1473,0,-0.1473,0
mina,vampirella,0.0073,0,0.0073,0
mina,veronica,-0.1936,0.1137,-0.1936,0.1137
mina,vlad,0.5271,0.5623,0.5271,0.5623
mina,whimsey,-0.103,0,-0.103,0
mina,zaria,-0.2056,0,-0.2056,0
mina,zarison,-0.1007,0,-0.1007,0
mya,artimis,-0.2298,0.0587,-0.2298,0.0587
mya,barnabus,-0.4167,0.0504,-0.4167,0.0504
mya,bat1,-0.5311,0,-0.5311,0
mya,bat2,-0.997,0,-0.997,0
mya,bat3,-0.7646,0,-0.7646,0
mya,bat4,-0.888,0,-0.888,0
mya,bat5,-0.6336,0,-0.6336,0
mya,bat6,-0.4708,0.0682,-0.4708,0.0682
mya,bat7,-0.304,0.1299,-0.304,0.1299
mya,bella,-0.4202,0,-0.4202,0
mya,cerce,-0.3123,0.1125,-0.3123,0.1125
mya,cerceson,-0.4358,0,-0.4358,0
mya,countess,-0.2879,0.0795,-0.2879,0.0795
mya,desi,-0.3821,0.0544,-0.3821,0.0544
mya,edward,-0.3991,0.1196,-0.3991,0.1196
mya,flapper,-0.3091,0.1182,-0.3091,0.1182
mya,fuschia,-0.1832,0.1149,-0.1832,0.1149
mya,gelfling,-0.5201,0,-0.5201,0
mya,gomez,-0.8612,0,-0.8612,0
mya,gremlin,-0.4299,0,-0.4299,0
mya,helsing,-0.5382,0,-0.5382,0
mya,houdini,-0.1329,0.2328,-0.1329,0.2328
mya,lily,-0.4619,0.0174,-0.4619,0.0174
mya,lilyson,-0.3824,0,-0.3824,0
mya,lucy,-0.5804,0,-0.5804,0
mya,lucyson,-0.3615,0,-0.3615,0
mya,marce,-0.0809,0.1339,-0.0809,0.1339
mya,maribelo,-0.6739,0,-0.6739,0
mya,mina,0.0248,0.2234,0.0248,0.2234
mya,parmalee,-0.218,0.2028,-0.218,0.2028
mya,pixus,-0.1192,0.1887,-0.1192,0.1887
mya,sheldon,-0.3213,0.0022,-0.3213,0.0022
mya,snow,-0.439,0.0268,-0.439,0.0268
mya,sonofzaria,-0.5779,0,-0.5779,0
mya,speedster,-0.53,0.0046,-0.53,0.0046
mya,streblick,0.4934,0.6628,0.5,0.5
mya,tequila,0.1809,0.6285,0.1809,0.6285
mya,thecount,-0.1278,0.2547,-0.1278,0.2547
mya,vampirella,-0.125,0.1892,-0.125,0.1892
mya,leonard,-0.206,0.0304,-0.206,0.0304
mya,veronica,-0.545,0,-0.545,0
mya,vlad,-0.2485,0.1396,-0.2485,0.1396
mya,whimsey,-0.1902,0.245,-0.1902,0.245
mya,zaria,-0.3777,0.0479,-0.3777,0.0479
mya,zarison,-0.3096,0,-0.3096,0
parmalee,artimis,-0.0728,0.1461,-0.0728,0.1461
parmalee,barnabus,-0.3773,0,-0.3773,0
parmalee,bat1,0.1682,0.3301,0.1682,0.3301
parmalee,bat2,-0.5469,0.0508,-0.5469,0.0508
parmalee,bat3,-0.0956,0.4079,-0.0956,0.4079
parmalee,bat4,-0.1456,0.2731,-0.1456,0.2731
parmalee,bat5,-0.1471,0.2147,-0.1471,0.2147
parmalee,bat6,-0.2419,0,-0.2419,0
parmalee,bat7,0.1417,0.2344,0.1417,0.2344
parmalee,bella,-0.0042,0.1371,-0.0042,0.1371
parmalee,cerce,-0.1965,0,-0.1965,0
parmalee,cerceson,0.0146,0.2459,0.0146,0.2459
parmalee,countess,0.0818,0.0211,0.0818,0.0211
parmalee,desi,-0.4795,0,-0.4795,0
parmalee,edward,-0.4995,0,-0.4995,0
parmalee,flapper,0.2345,0.0953,0.2345,0.0953
parmalee,fuschia,-0.3486,0,-0.3486,0
parmalee,gelfling,0.0818,0.258,0.0818,0.258
parmalee,gomez,0.0348,0.3964,0.0348,0.3964
parmalee,gremlin,0.0999,0.1602,0.0999,0.1602
parmalee,helsing,-0.3141,0,-0.3141,0
parmalee,houdini,-0.2709,0,-0.2709,0
parmalee,lily,-0.2158,0,-0.2158,0
parmalee,lilyson,0.0052,0.1043,0.0052,0.1043
parmalee,lucy,-0.0615,0.2147,-0.0615,0.2147
parmalee,lucyson,-0.0027,0.1519,-0.0027,0.1519
parmalee,marce,0.5125,0.7386,0.5125,0.7386
parmalee,maribelo,-0.329,0.0866,-0.329,0.0866
parmalee,mina,0.1569,0.1606,0.1569,0.1606
parmalee,mya,-0.218,0.2028,-0.218,0.2028
parmalee,pixus,0.1777,0.2336,0.1777,0.2336
parmalee,sheldon,-0.0029,0,-0.0029,0
parmalee,snow,-0.4431,0,-0.4431,0
parmalee,sonofzaria,-0.0365,0.1625,-0.0365,0.1625
parmalee,speedster,-0.2009,0.0145,-0.2009,0.0145
parmalee,streblick,-0.1028,0.2055,-0.1028,0.2055
parmalee,tequila,0.1222,0.2865,0.1222,0.2865
parmalee,thecount,0.2682,0.4044,0.2682,0.4044
parmalee,vampirella,0.0302,0.0442,0.0302,0.0442
parmalee,leonard,-0.0069,0.1858,-0.0069,0.1858
parmalee,veronica,0.0088,0,0.0088,0
parmalee,vlad,-0.1216,0.0001,-0.1216,0.0001
parmalee,whimsey,-0.1416,0.1458,-0.1416,0.1458
parmalee,zaria,-0.0092,0.02,-0.0092,0.02
parmalee,zarison,0.0999,0.2352,0.0999,0.2352
pixus,artimis,0.0415,0,0.0415,0
pixus,barnabus,-0.3815,0,-0.3815,0
pixus,bat1,-0.1086,0.0635,-0.1086,0.0635
pixus,bat2,-0.4282,0,-0.4282,0
pixus,bat3,-0.25,0,-0.25,0
pixus,bat4,-0.3988,0,-0.3988,0
pixus,bat5,-0.2245,0,-0.2245,0
pixus,bat6,0.013,0,0.013,0
pixus,bat7,0.2412,0.1864,0.2412,0.1864
pixus,bella,0.382,0.3839,0.5,0.5
pixus,cerce,0.0381,0,0.0381,0
pixus,cerceson,0.1854,0.0479,0.1854,0.0479
pixus,countess,0.0321,0,0.0321,0
pixus,desi,-0.2429,0.0798,-0.2429,0.0798
pixus,edward,-0.2194,0,-0.2194,0
pixus,flapper,0.0177,0.127,0.0177,0.127
pixus,fuschia,0.0259,0.2324,0.0259,0.2324
pixus,gelfling,0.1497,0.1176,0.1497,0.1176
pixus,gomez,-0.1878,0,-0.1878,0
pixus,gremlin,0.1604,0.0617,0.1604,0.0617
pixus,helsing,0.1717,0.1331,0.1717,0.1331
pixus,houdini,-0.3642,0,-0.3642,0
pixus,leonard,0.2573,0.0617,0.2573,0.0617
pixus,lily,0.245,0.1728,0.245,0.1728
pixus,lilyson,0.3677,0.3985,0.3677,0.3985
pixus,lucy,0.0473,0,0.0473,0
pixus,lucyson,0.2989,0.5128,0.2989,0.5128
pixus,marce,0.233,0.0209,0.233,0.0209
pixus,maribelo,0.0205,0,0.0205,0
pixus,mina,0.0112,0.0055,0.0112,0.0055
pixus,mya,-0.1192,0.1887,-0.1192,0.1887
pixus,parmalee,0.1777,0.2336,0.1777,0.2336
pixus,sheldon,0.4275,0.2986,0.4275,0.2986
pixus,snow,0.1012,0.0528,0.1012,0.0528
pixus,sonofzaria,-0.0887,0.0329,-0.0887,0.0329
pixus,speedster,0.0899,0.0683,0.0899,0.0683
pixus,streblick,0.0213,0.1393,0.0213,0.1393
pixus,tequila,-0.1319,0.2176,-0.1319,0.2176
pixus,thecount,0.551,0.5795,0.551,0.5795
pixus,vampirella,0.3008,0.0384,0.3008,0.0384
pixus,veronica,0.3684,0.4441,0.3684,0.4441
pixus,vlad,-0.2802,0,-0.2802,0
pixus,whimsey,0.321,0.2154,0.321,0.2154
pixus,zaria,0.4318,0.3924,0.4318,0.3924
pixus,zarison,0.0646,0.5422,0.0646,0.5422
sheldon,artimis,-0.0174,0,-0.0174,0
sheldon,barnabus,0.1305,0.0894,0.1305,0.0894
sheldon,bat1,-0.1126,0,-0.1126,0
sheldon,bat2,-0.2746,0,-0.2746,0
sheldon,bat3,0.009,0,0.009,0
sheldon,bat4,-0.156,0,-0.156,0
sheldon,bat5,-0.0039,0.0884,-0.0039,0.0884
sheldon,bat6,0.0362,0.0158,0.0362,0.0158
sheldon,bat7,-0.0044,0.0343,-0.0044,0.0343
sheldon,bella,0.2062,0.1439,0.2062,0.1439
sheldon,cerce,0.1654,0,0.1654,0
sheldon,cerceson,0.337,0.1094,0.337,0.1094
sheldon,countess,0.1556,0.1358,0.1556,0.1358
sheldon,desi,-0.3011,0.0845,-0.3011,0.0845
sheldon,edward,-0.0051,0.0392,-0.0051,0.0392
sheldon,flapper,0.0242,0,0.0242,0
sheldon,fuschia,-0.0024,0,-0.0024,0
sheldon,gelfling,0.0554,0.1038,0.0554,0.1038
sheldon,gomez,-0.1654,0.0618,-0.1654,0.0618
sheldon,gremlin,0.2781,0.6157,0.2781,0.6157
sheldon,helsing,0.3077,0.1232,0.3077,0.1232
sheldon,houdini,-0.0785,0,-0.0785,0
sheldon,leonard,0.3664,0.2611,0.3664,0.2611
sheldon,lily,0.2878,0.0096,0.2878,0.0096
sheldon,lilyson,0.2719,0.2353,0.2719,0.2353
sheldon,lucy,-0.1303,0,-0.1303,0
sheldon,lucyson,0.3246,0.1876,0.3246,0.1876
sheldon,marce,0.4383,0.3728,0.4383,0.3728
sheldon,maribelo,-0.1199,0,-0.1199,0
sheldon,mina,-0.114,0,-0.114,0
sheldon,mya,-0.3213,0.0022,-0.3213,0.0022
sheldon,parmalee,-0.0029,0,-0.0029,0
sheldon,pixus,0.4275,0.2986,0.4275,0.2986
sheldon,snow,0.4984,0.5,0.4984,0.5
sheldon,sonofzaria,0.1191,0.235,0.1191,0.235
sheldon,speedster,0.1466,0,0.1466,0
sheldon,streblick,0.032,0,0.032,0
sheldon,tequila,-0.3604,0,-0.3604,0
sheldon,thecount,0.6371,0.7163,0.6371,0.7163
sheldon,vampirella,0.2704,0,0.5,0.5
sheldon,veronica,0.356,0.4356,0.356,0.4356
sheldon,vlad,-0.1163,0,-0.1163,0
sheldon,whimsey,0.5536,0.5442,0.5536,0.5442
sheldon,zaria,0.4994,0.1871,0.4994,0.1871
sheldon,zarison,0.3515,0.2051,0.3515,0.2051
snow,artimis,-0.3581,0,-0.3581,0
snow,barnabus,-0.0922,0.0736,-0.0922,0.0736
snow,bat1,-0.1805,0,-0.1805,0
snow,bat2,-0.2316,0.0631,-0.2316,0.0631
snow,bat3,-0.0486,0.0745,-0.0486,0.0745
snow,bat4,-0.2197,0.0244,-0.2197,0.0244
snow,bat5,0.0431,0.3307,0.0431,0.3307
snow,bat6,-0.212,0,-0.212,0
snow,bat7,-0.2186,0.061,-0.2186,0.061
snow,bella,-0.2222,0,-0.2222,0
snow,cerce,-0.0855,0,-0.0855,0
snow,cerceson,0.2864,0.368,0.2864,0.368
snow,countess,0.3603,0.4444,0.5,0.5
snow,desi,-0.3915,0.0674,-0.3915,0.0674
snow,edward,-0.4186,0.041,-0.4186,0.041
snow,flapper,-0.1319,0,0.25,0.25
snow,fuschia,-0.1578,0,-0.1578,0
snow,gelfling,-0.0158,0.0537,-0.0158,0.0537
snow,gomez,-0.3447,0,-0.3447,0
snow,gremlin,0.045,0.0617,0.045,0.0617
snow,helsing,0.0983,0.0712,0.0983,0.0712
snow,houdini,-0.0922,0,-0.0922,0
snow,leonard,0.0577,0.0541,0.0577,0.0541
snow,lily,0.0235,0,0.0235,0
snow,lilyson,0.0189,0,0.0189,0
snow,lucy,-0.1377,0,-0.1377,0
snow,lucyson,0.1966,0.3757,0.1966,0.3757
snow,marce,-0.0258,0.0986,-0.0258,0.0986
snow,maribelo,-0.1936,0.047,-0.1936,0.047
snow,mina,-0.298,0,-0.298,0
snow,mya,-0.439,0.0268,-0.439,0.0268
snow,parmalee,-0.4431,0,-0.4431,0
snow,pixus,0.1012,0.0528,0.1012,0.0528
snow,sheldon,0.4984,0.5,0.4984,0.5
snow,sonofzaria,0.0141,0.3137,0.0141,0.3137
snow,speedster,-0.1422,0,-0.1422,0
snow,streblick,-0.1718,0,-0.1718,0
snow,tequila,-0.7971,0,-0.7971,0
snow,thecount,0.1559,0.1799,0.1559,0.1799
snow,vampirella,-0.0051,0.0069,-0.0051,0.0069
snow,veronica,0.1943,0.303,0.1943,0.303
snow,vlad,-0.1379,0,-0.1379,0
snow,whimsey,0.1557,0.2575,0.1557,0.2575
snow,zaria,-0.1378,0,-0.1378,0
snow,zarison,-0.0649,0,-0.0649,0
sonofzaria,artimis,-0.358,0,-0.358,0
sonofzaria,barnabus,-0.5186,0,-0.5186,0
sonofzaria,bat1,-0.4812,0,-0.4812,0
sonofzaria,bat2,-0.6417,0.0624,-0.6417,0.0624
sonofzaria,bat3,-0.4626,0.081,-0.4626,0.081
sonofzaria,bat4,-0.615,0,-0.615,0
sonofzaria,bat5,-0.6138,0,-0.6138,0
sonofzaria,bat6,-0.4664,0.0869,-0.4664,0.0869
sonofzaria,bat7,-0.3848,0,-0.3848,0
sonofzaria,bella,-0.3169,0.0201,-0.3169,0.0201
sonofzaria,cerce,-0.2456,0,-0.2456,0
sonofzaria,cerceson,0.3508,0.519,0.3508,0.519
sonofzaria,countess,0.0023,0.3204,0.0023,0.3204
sonofzaria,desi,-0.4682,0.1186,-0.4682,0.1186
sonofzaria,edward,-0.6864,0,-0.6864,0
sonofzaria,flapper,-0.0896,0,-0.0896,0
sonofzaria,fuschia,-0.399,0,-0.399,0
sonofzaria,gelfling,-0.2574,0.0825,-0.2574,0.0825
